rbt_id,age,education_level,years_experience,company_tenure,hourly_wage,caseload_size,weekly_hours,travel_time_per_week,supervision_hours_last_month,bcba_feedback_score,rbt_support_rating,supervision_helpfulness_score,bcba_communication_score,bcba_goal_communication_score,supervision_frequency_last_3_months,burnout_score,work_life_balance,turnover_status
RBT_752,41,Master's,9.6,6.8,23,11,27,0,7,2,2,4,4,5,7,8,1,1
RBT_753,32,Bachelor's,5.6,5.3,26,6,29,6,9,1,5,5,2,2,12,2,4,1
RBT_754,46,Bachelor's,0.6,5.7,15,5,23,1,4,5,3,3,5,2,7,8,1,0
RBT_755,38,High School,2.9,0.4,24,10,39,4,6,3,4,2,4,3,13,8,1,0
RBT_756,36,Bachelor's,4.8,3.4,17,3,27,7,3,2,1,2,2,1,8,6,2,0
RBT_757,23,High School,7.1,4.6,29,7,20,6,4,2,4,3,3,3,11,8,3,0
RBT_758,31,Bachelor's,7.5,5.8,29,3,27,7,9,5,5,1,1,3,13,2,4,1
RBT_759,48,Master's,10.0,0.5,29,9,31,9,1,5,3,2,5,4,1,7,3,0
RBT_760,28,Bachelor's,3.2,6.0,25,7,34,5,5,1,1,5,3,3,3,8,3,0
RBT_761,38,Bachelor's,5.6,3.9,29,4,32,6,7,1,3,5,5,1,12,4,4,1
RBT_762,31,Bachelor's,5.6,1.5,24,3,35,8,3,1,3,1,5,3,3,9,4,0
RBT_763,28,High School,4.4,2.4,25,9,37,5,2,4,5,2,4,2,5,6,2,1
RBT_764,26,Master's,2.1,2.1,21,3,20,8,2,3,4,1,2,4,10,3,5,0
RBT_765,47,High School,9.8,3.8,17,5,36,1,1,2,3,2,5,4,14,4,2,0
RBT_766,33,Bachelor's,8.6,0.6,28,8,35,1,5,3,3,2,3,3,13,4,4,0
RBT_767,39,High School,5.2,1.3,17,8,24,1,3,5,3,1,5,4,13,1,1,0
RBT_768,38,High School,6.2,5.7,16,9,39,5,7,3,1,4,2,4,7,1,1,0
RBT_769,45,High School,2.7,1.1,23,3,29,1,1,3,3,3,1,3,10,1,3,1
RBT_770,34,High School,5.7,1.8,25,9,25,2,9,1,3,3,5,1,6,4,3,0
RBT_771,35,High School,7.1,3.3,18,4,31,7,2,5,5,3,3,3,4,1,5,0
RBT_772,40,Bachelor's,5.4,3.7,24,8,29,7,8,3,3,1,1,2,6,6,5,1
RBT_773,24,High School,9.9,5.4,27,10,36,3,4,2,3,2,1,5,7,2,5,0
RBT_774,22,High School,6.3,3.2,20,7,21,8,6,1,5,2,4,1,4,1,5,1
RBT_775,31,Bachelor's,4.0,5.6,16,5,38,7,9,3,1,5,4,3,11,7,1,0
RBT_776,44,High School,7.8,4.4,23,10,39,0,7,5,4,2,5,1,8,6,4,0
RBT_777,39,Bachelor's,2.1,1.0,29,10,25,7,8,2,5,4,3,5,5,1,5,0
RBT_778,46,Bachelor's,4.2,1.3,21,6,32,0,7,5,1,3,4,4,3,9,2,0
RBT_779,40,Bachelor's,3.8,3.2,24,10,28,3,2,5,4,4,2,4,2,6,5,0
RBT_780,23,Bachelor's,4.6,2.9,19,7,31,9,9,5,3,3,2,5,1,2,1,0
RBT_781,40,High School,7.9,5.3,21,7,37,5,1,4,5,1,1,4,4,7,3,0
RBT_782,42,Bachelor's,5.1,4.1,28,5,27,6,2,2,3,4,1,1,2,3,2,1
RBT_783,35,High School,8.0,2.8,18,9,37,9,3,5,5,2,1,4,12,7,5,1
RBT_784,44,High School,6.0,1.4,27,11,21,3,3,4,4,3,2,5,3,9,1,0
RBT_785,26,Bachelor's,3.7,1.7,24,11,27,7,4,1,1,5,4,5,1,5,3,0
RBT_786,32,High School,8.2,4.1,27,3,29,7,5,4,5,4,4,5,14,1,5,0
RBT_787,40,Bachelor's,2.8,3.1,29,3,28,8,6,1,1,1,5,2,13,5,1,0
RBT_788,29,Bachelor's,2.6,3.7,21,7,37,5,1,4,3,5,3,1,6,8,1,1
RBT_789,45,Bachelor's,5.3,1.4,16,3,27,3,8,5,3,1,2,5,4,8,4,0
RBT_790,26,Master's,3.0,4.7,21,6,38,1,6,4,4,3,1,1,5,3,1,0
RBT_791,33,High School,0.6,6.0,29,3,22,6,9,4,4,4,3,2,8,4,5,0
RBT_792,45,High School,6.7,2.0,18,4,28,9,5,5,2,1,1,1,11,8,1,0
RBT_793,24,Bachelor's,5.4,3.5,18,4,32,2,7,1,2,5,3,3,4,8,2,1
RBT_794,22,High School,4.7,6.8,15,6,28,2,4,5,4,5,3,2,6,7,1,0
RBT_795,42,Bachelor's,9.7,2.5,26,10,39,2,6,2,3,2,4,2,3,6,1,1
RBT_796,48,Bachelor's,5.9,4.2,17,4,31,3,6,4,1,1,5,4,8,4,2,0
RBT_797,30,Bachelor's,8.7,0.8,19,11,32,1,4,2,4,4,5,5,13,9,5,0
RBT_798,30,High School,1.8,4.3,19,11,27,4,6,5,1,4,1,2,3,2,3,0
RBT_799,37,High School,5.9,0.8,16,4,34,2,8,5,2,2,2,1,7,2,4,1
RBT_800,34,High School,8.7,6.7,18,3,32,9,5,3,1,5,5,3,7,1,3,0
RBT_801,31,High School,6.0,5.1,15,11,32,4,2,2,4,1,2,1,3,3,5,0
RBT_802,28,Bachelor's,7.3,5.6,29,4,36,6,9,3,3,5,1,1,3,3,5,0
RBT_803,29,High School,4.0,5.0,23,10,34,8,4,2,4,1,2,3,10,4,2,0
RBT_804,45,High School,1.4,4.2,15,5,38,1,4,3,5,1,3,4,10,3,3,1
RBT_805,31,High School,4.9,3.3,20,3,22,8,7,3,5,1,3,5,12,6,1,0
RBT_806,36,Bachelor's,4.2,6.0,21,3,33,9,6,2,5,5,1,2,11,9,2,0
RBT_807,48,Bachelor's,8.7,6.7,17,4,29,5,4,5,3,5,2,5,14,8,2,0
RBT_808,25,High School,2.8,3.6,26,9,36,5,6,1,4,5,2,4,8,6,4,0
RBT_809,26,High School,9.7,6.5,29,8,27,2,3,5,5,3,1,3,11,8,2,1
RBT_810,33,High School,9.6,4.2,15,4,37,9,7,1,4,5,5,5,3,8,3,0
RBT_811,32,High School,2.9,3.9,21,6,31,8,6,2,2,2,4,1,2,6,5,0
RBT_812,27,Bachelor's,3.8,3.3,17,4,36,3,3,4,5,3,5,2,5,2,4,1
RBT_813,29,Bachelor's,9.0,1.6,27,3,30,4,1,5,5,1,4,2,11,5,1,0
RBT_814,28,High School,9.7,0.2,24,5,28,2,5,3,3,4,2,4,7,4,3,1
RBT_815,37,High School,4.7,1.8,26,6,34,4,2,5,4,3,4,4,8,6,1,1
RBT_816,46,Master's,3.5,3.7,26,7,28,7,7,2,3,3,4,3,1,2,2,0
RBT_817,45,High School,5.5,2.8,20,7,31,7,7,4,3,1,2,4,12,4,3,0
RBT_818,21,Bachelor's,7.0,3.2,27,9,30,7,4,4,4,5,3,5,2,8,4,0
RBT_819,24,High School,3.1,6.9,26,10,36,5,6,5,2,5,4,2,13,1,4,0
RBT_820,48,High School,7.5,2.6,28,11,25,0,1,5,4,3,1,3,7,3,1,0
RBT_821,24,High School,1.0,3.3,20,9,27,9,2,5,2,5,5,4,9,4,5,1
RBT_822,25,Bachelor's,1.0,1.1,28,7,29,5,6,2,3,3,2,1,3,2,4,1
RBT_823,38,Master's,4.2,0.5,26,11,34,9,2,1,2,4,2,2,14,2,1,0
RBT_824,27,High School,3.9,5.5,18,10,23,6,4,1,2,4,4,3,8,6,5,1
RBT_825,35,High School,3.5,4.1,26,11,37,8,4,3,2,1,3,2,14,6,3,0
RBT_826,32,High School,5.2,5.4,25,10,30,7,9,2,5,2,3,5,10,3,4,0
RBT_827,20,High School,3.5,1.2,20,8,28,7,7,4,5,2,5,4,3,8,4,0
RBT_828,41,High School,2.3,4.1,25,6,28,6,7,3,3,5,5,4,4,3,1,0
RBT_829,39,High School,3.4,1.9,24,11,27,1,1,4,4,2,3,4,2,2,4,1
RBT_830,36,Bachelor's,9.8,1.8,18,11,22,0,5,4,2,4,3,1,9,5,1,0
RBT_831,26,High School,4.4,0.3,29,11,37,1,3,5,5,1,3,5,14,7,4,0
RBT_832,44,High School,4.7,1.1,27,5,33,5,3,4,4,4,4,1,5,1,1,0
RBT_833,32,Master's,6.0,2.3,22,5,22,1,6,4,2,3,1,5,5,2,4,0
RBT_834,23,High School,9.8,1.0,23,8,36,9,4,2,4,5,5,5,4,2,3,1
RBT_835,23,Master's,2.8,6.9,16,8,23,3,8,5,1,5,2,5,13,8,3,1
RBT_836,25,High School,7.0,2.3,21,8,37,9,4,5,2,2,3,4,5,6,1,0
RBT_837,47,Bachelor's,7.3,1.1,23,7,34,2,8,3,4,3,3,4,12,4,3,0
RBT_838,38,Bachelor's,6.3,1.6,23,7,38,5,4,5,2,2,1,4,14,4,1,0
RBT_839,48,Bachelor's,1.3,4.2,26,4,25,7,3,1,2,2,3,1,1,5,1,0
RBT_840,31,Master's,6.9,0.6,19,9,34,5,5,2,1,2,5,3,10,3,2,0
RBT_841,41,High School,1.1,6.1,15,6,26,1,5,3,4,3,3,5,14,4,3,0
RBT_842,26,Master's,6.2,6.7,20,5,31,4,1,1,3,2,1,1,10,4,2,1
RBT_843,46,High School,7.5,1.9,29,10,35,5,8,4,5,5,4,4,12,7,2,0
RBT_844,29,High School,2.5,3.3,22,6,28,8,8,1,2,2,5,4,6,7,4,0
RBT_845,45,High School,8.5,0.4,15,6,39,5,8,3,2,3,4,3,11,1,1,0
RBT_846,38,Bachelor's,0.8,4.6,16,10,24,9,4,5,2,3,2,4,4,3,5,0
RBT_847,26,High School,8.5,3.0,27,3,30,4,9,2,2,4,1,5,12,9,2,0
RBT_848,49,Bachelor's,4.9,2.0,27,11,21,0,3,3,5,2,2,2,4,6,4,0
RBT_849,22,Bachelor's,2.6,1.6,15,9,35,9,7,1,3,3,2,4,12,6,3,0
RBT_850,32,Bachelor's,1.8,4.6,19,4,23,4,6,1,1,2,2,3,13,4,5,0
RBT_851,32,Bachelor's,9.6,3.0,16,8,24,4,9,3,3,1,2,2,5,9,1,0
RBT_852,37,High School,1.2,1.4,29,10,26,5,4,3,5,5,1,5,14,3,4,0
RBT_853,47,High School,2.4,4.9,24,7,25,6,4,3,4,5,4,5,1,8,5,1
RBT_854,49,High School,3.8,4.0,24,8,29,3,6,5,1,2,3,5,4,6,1,1
RBT_855,45,High School,6.4,6.0,28,10,33,6,8,3,1,5,2,3,10,2,1,1
RBT_856,39,High School,5.7,1.0,18,8,27,4,3,4,4,5,3,2,3,3,5,0
RBT_857,47,High School,1.7,5.5,15,11,33,5,8,2,2,1,3,5,5,1,4,0
RBT_858,27,High School,3.3,4.8,21,11,33,3,8,2,5,5,2,4,10,3,5,0
RBT_859,48,Master's,2.8,1.0,22,11,39,7,7,4,4,5,5,2,5,4,2,0
RBT_860,28,Bachelor's,2.5,4.9,19,8,22,8,7,1,3,3,3,5,8,6,1,1
RBT_861,26,High School,4.4,3.2,16,11,20,1,5,1,3,5,5,2,14,7,3,0
RBT_862,20,Bachelor's,7.2,6.6,22,5,28,3,2,1,4,2,4,4,1,3,5,1
RBT_863,22,High School,2.6,1.2,15,7,28,7,2,1,5,5,3,1,3,7,5,1
RBT_864,32,High School,4.0,4.6,29,4,21,7,8,5,1,2,1,5,5,4,1,1
RBT_865,47,Bachelor's,4.2,2.8,21,10,35,8,6,4,1,5,4,4,11,1,1,1
RBT_866,49,High School,9.8,6.7,15,6,27,2,8,2,2,2,4,3,3,1,5,0
RBT_867,44,High School,9.6,2.4,26,8,25,0,3,4,5,5,5,5,6,8,3,0
RBT_868,47,Master's,8.1,6.7,20,8,32,8,1,2,3,2,2,1,10,7,1,0
RBT_869,36,Bachelor's,2.8,6.3,27,7,20,0,6,1,3,5,1,4,13,4,1,0
RBT_870,44,Bachelor's,1.1,2.0,20,3,38,2,2,5,2,1,1,4,3,1,2,0
RBT_871,43,Bachelor's,3.5,5.7,29,9,34,2,9,3,3,3,5,2,6,6,4,0
RBT_872,20,Bachelor's,3.0,7.0,19,10,20,8,5,3,2,3,5,5,8,7,2,1
RBT_873,25,High School,5.3,1.9,29,3,29,0,5,1,2,3,4,1,4,6,3,0
RBT_874,40,High School,7.9,3.2,16,9,20,6,8,1,4,3,5,3,8,6,4,1
RBT_875,25,High School,8.7,3.7,16,6,31,1,6,4,1,1,2,2,7,8,5,0
RBT_876,45,High School,8.5,2.2,23,8,30,6,3,5,5,1,4,5,11,6,3,1
RBT_877,31,Bachelor's,3.9,0.3,19,11,36,0,9,5,5,5,4,1,11,2,3,0
RBT_878,32,High School,7.0,1.7,19,7,23,9,4,4,1,1,4,2,13,7,2,0
RBT_879,32,Master's,3.5,2.1,21,10,26,9,4,5,5,3,1,1,4,4,4,0
RBT_880,48,Master's,1.1,3.2,20,7,31,7,2,5,3,4,1,1,3,3,3,1
RBT_881,34,Bachelor's,7.2,1.4,16,4,32,9,3,3,3,5,4,2,5,8,4,0
RBT_882,40,Bachelor's,0.6,6.1,25,6,24,9,4,5,5,2,2,2,5,5,5,1
RBT_883,35,Bachelor's,4.4,5.0,15,4,25,1,7,1,4,3,3,5,14,4,4,0
RBT_884,41,High School,3.6,0.8,19,9,21,2,3,3,5,3,4,2,7,4,2,0
RBT_885,40,Bachelor's,7.1,4.6,18,9,26,7,8,1,2,3,5,5,11,5,2,0
RBT_886,30,High School,7.8,4.6,26,5,33,2,8,1,2,1,3,1,1,4,3,1
RBT_887,47,Bachelor's,3.4,6.7,17,9,33,0,2,4,1,2,1,2,9,3,4,0
RBT_888,24,High School,8.2,0.2,16,3,29,8,4,5,3,5,1,5,2,4,2,1
RBT_889,23,Bachelor's,3.3,1.9,24,3,23,7,8,5,4,3,3,5,9,5,1,0
RBT_890,22,Master's,4.7,6.5,16,11,22,3,1,5,5,2,5,3,9,2,2,0
RBT_891,38,High School,7.4,6.5,28,8,33,7,1,5,2,4,1,5,13,7,5,0
RBT_892,39,High School,7.1,5.1,29,7,25,4,4,3,3,1,1,5,13,5,1,0
RBT_893,44,Master's,9.9,5.4,18,8,34,2,2,2,3,3,4,3,14,9,4,0
RBT_894,37,High School,2.6,0.8,16,8,27,0,1,1,4,2,2,4,3,6,3,1
RBT_895,34,Bachelor's,6.8,3.7,18,3,24,9,8,2,4,2,5,2,7,1,1,1
RBT_896,28,Bachelor's,6.3,1.8,17,7,22,4,2,2,4,3,4,3,3,9,2,0
RBT_897,36,High School,9.2,1.4,23,11,22,5,4,2,4,2,2,5,8,5,3,0
RBT_898,33,High School,2.0,5.7,21,6,32,3,3,3,2,2,1,5,8,9,3,0
RBT_899,34,High School,7.6,1.1,28,5,21,6,2,2,4,5,2,2,13,1,3,1
RBT_900,20,Bachelor's,5.9,3.4,27,3,20,2,8,3,3,1,1,1,3,2,3,1
RBT_901,40,High School,3.1,6.6,25,4,31,6,3,4,3,5,4,3,5,3,4,0
RBT_902,41,Bachelor's,5.0,1.5,29,5,27,0,9,4,5,1,1,4,7,5,4,0
RBT_903,41,High School,3.7,6.9,26,6,38,6,5,4,3,1,2,2,1,6,4,1
RBT_904,22,Bachelor's,6.0,7.0,17,9,28,0,9,3,3,5,4,2,3,5,2,0
RBT_905,35,Bachelor's,8.9,4.0,27,8,33,0,3,3,2,3,2,3,1,1,4,1
RBT_906,42,Master's,5.9,1.4,29,10,37,1,5,1,3,2,2,5,2,4,3,0
RBT_907,44,High School,6.5,2.3,28,11,29,1,6,2,1,4,3,5,14,6,1,0
RBT_908,30,Bachelor's,5.4,3.1,22,8,28,3,9,5,3,5,1,4,14,4,1,0
RBT_909,31,Bachelor's,1.0,2.3,23,9,25,0,8,5,5,5,1,3,7,4,1,0
RBT_910,29,Bachelor's,2.7,2.1,27,6,20,3,2,2,5,3,2,2,7,5,1,1
RBT_911,35,Master's,5.2,6.8,21,4,24,1,2,5,4,2,1,3,3,8,1,0
RBT_912,27,High School,3.4,1.2,20,11,29,3,5,5,2,5,5,1,13,5,5,0
RBT_913,25,High School,2.2,5.2,18,11,32,3,5,5,5,4,1,2,6,7,1,1
RBT_914,31,Bachelor's,5.3,0.2,19,6,23,8,5,3,1,2,4,4,13,8,1,0
RBT_915,43,High School,3.6,4.3,22,5,20,8,4,3,1,5,1,4,6,6,1,0
RBT_916,47,Bachelor's,3.0,6.4,17,8,21,0,8,3,4,5,5,2,2,6,2,0
RBT_917,40,Bachelor's,4.9,2.2,16,5,23,4,5,2,2,1,2,5,13,2,5,0
RBT_918,27,High School,1.8,1.5,17,3,36,6,1,4,2,1,1,2,9,5,1,0
RBT_919,45,Bachelor's,9.3,4.6,26,6,29,3,5,5,3,5,4,2,13,1,4,0
RBT_920,47,High School,8.7,5.0,21,3,31,4,1,1,1,3,5,1,8,9,2,0
RBT_921,23,Bachelor's,7.2,4.9,22,4,21,1,4,3,1,1,3,2,2,7,5,0
RBT_922,45,Bachelor's,1.5,2.4,15,5,22,2,1,1,1,5,2,3,12,2,4,0
RBT_923,27,Master's,7.9,1.9,27,10,33,6,6,5,1,2,2,3,4,6,4,0
RBT_924,45,High School,8.2,6.7,21,6,34,9,6,4,5,4,2,4,9,9,2,0
RBT_925,47,High School,7.8,6.5,23,6,32,6,1,1,2,1,5,5,4,5,4,0
RBT_926,37,Bachelor's,1.6,3.3,26,11,28,3,8,5,3,5,1,4,7,3,3,0
RBT_927,47,Bachelor's,6.6,6.0,27,9,21,0,4,5,5,1,1,1,5,4,2,0
RBT_928,47,Bachelor's,8.4,3.3,28,4,38,0,2,3,2,2,1,2,10,3,2,0
RBT_929,24,High School,6.0,3.1,28,5,35,3,1,4,4,3,1,4,6,1,3,1
RBT_930,28,High School,6.6,1.3,29,6,30,3,3,5,1,5,2,2,1,7,2,0
RBT_931,23,High School,4.9,3.1,17,6,31,5,7,4,3,2,3,4,4,8,4,0
RBT_932,46,Bachelor's,5.5,3.9,29,10,20,6,8,3,2,4,2,2,5,2,4,1
RBT_933,41,High School,0.8,0.4,17,8,21,8,5,1,4,5,3,4,6,8,4,1
RBT_934,36,High School,6.6,3.2,22,5,35,8,7,2,1,4,3,3,6,9,3,1
RBT_935,28,Master's,1.3,5.5,18,11,21,9,2,2,4,3,1,1,5,7,4,0
RBT_936,20,High School,4.6,4.8,28,10,38,4,4,2,4,5,4,4,3,1,3,0
RBT_937,40,Master's,3.3,4.5,22,11,29,9,6,4,5,5,5,3,11,4,3,0
RBT_938,39,Bachelor's,5.7,6.4,19,7,38,2,5,2,4,2,4,5,2,7,3,0
RBT_939,32,Bachelor's,1.8,0.3,28,5,29,2,6,1,5,1,3,4,7,6,2,0
RBT_940,47,High School,7.1,4.0,17,6,35,5,2,5,5,5,4,2,1,8,5,1
RBT_941,35,High School,8.1,5.6,29,7,32,0,7,4,4,3,3,1,12,6,3,0
RBT_942,48,Bachelor's,2.1,3.9,18,11,35,6,8,1,2,5,2,3,12,6,4,0
RBT_943,32,Bachelor's,1.5,2.4,28,11,37,2,9,4,4,5,2,3,5,6,3,0
RBT_944,33,Bachelor's,1.9,1.1,18,5,27,4,6,4,4,5,1,1,4,7,1,1
RBT_945,22,High School,8.8,6.2,22,9,37,6,7,4,2,5,5,4,7,5,2,0
RBT_946,48,Bachelor's,5.5,3.4,20,8,32,6,1,3,1,3,2,2,2,9,4,1
RBT_947,25,Bachelor's,4.9,6.2,21,6,26,8,9,5,3,2,5,5,11,7,2,1
RBT_948,37,Bachelor's,1.5,4.2,23,7,37,0,6,2,1,1,1,4,13,1,2,1
RBT_949,38,Bachelor's,6.7,4.8,29,4,25,2,4,3,4,3,5,1,8,9,1,1
RBT_950,24,Bachelor's,8.7,5.7,20,9,28,8,9,5,1,3,2,4,9,6,3,0
RBT_951,34,Bachelor's,8.4,4.7,17,6,25,7,1,2,3,4,2,4,13,8,4,1
RBT_952,44,High School,6.4,2.9,29,4,37,1,2,3,1,1,4,1,12,9,5,0
RBT_953,21,High School,1.2,3.7,27,8,36,7,3,3,3,2,4,1,10,2,2,0
RBT_954,29,High School,1.6,5.7,17,4,31,7,1,1,1,2,4,5,1,2,5,0
RBT_955,43,High School,1.0,2.7,25,4,22,1,2,3,5,4,5,1,5,5,5,0
RBT_956,49,High School,2.9,2.8,17,9,24,7,2,4,4,4,2,1,4,5,3,0
RBT_957,37,High School,1.8,0.9,26,3,26,2,7,3,3,3,1,1,5,2,5,0
RBT_958,46,High School,3.0,6.4,24,9,29,6,6,4,4,2,3,3,9,4,4,0
RBT_959,32,High School,4.2,0.8,16,7,29,8,9,5,5,2,2,1,12,9,3,1
RBT_960,24,Bachelor's,9.5,4.6,15,3,38,3,5,5,1,2,4,1,3,4,5,0
RBT_961,42,Master's,6.3,3.0,25,8,23,5,9,4,4,3,4,1,14,1,3,0
RBT_962,43,High School,8.4,3.0,24,9,29,8,9,1,1,2,5,5,1,5,4,0
RBT_963,20,Master's,7.2,4.8,15,3,37,4,2,1,1,5,4,4,11,2,2,0
RBT_964,41,Bachelor's,1.6,0.7,18,11,22,0,9,5,4,4,5,1,3,6,1,0
RBT_965,20,High School,7.5,4.2,17,9,22,2,3,3,3,4,1,1,4,1,3,1
RBT_966,37,High School,3.1,5.4,19,3,24,8,3,5,3,4,4,5,13,7,1,0
RBT_967,34,Bachelor's,6.6,5.8,26,5,35,2,9,5,4,4,5,4,13,7,2,0
RBT_968,36,Bachelor's,3.7,1.4,23,7,39,9,7,4,3,5,4,5,2,4,4,1
RBT_969,30,Bachelor's,10.0,6.3,26,6,32,1,8,1,2,1,5,2,1,9,2,0
RBT_970,40,High School,3.0,4.7,27,4,30,3,7,4,1,2,2,2,1,3,1,0
RBT_971,45,High School,3.2,6.2,22,3,32,4,9,5,4,4,5,2,8,5,4,1
RBT_972,44,High School,9.3,3.5,26,6,38,6,8,2,5,2,3,1,4,5,5,0
RBT_973,41,High School,0.7,3.9,23,9,25,6,4,3,4,2,1,5,12,8,5,0
RBT_974,46,High School,7.1,6.4,27,6,32,8,2,5,4,5,2,1,2,4,3,0
RBT_975,46,High School,7.4,6.3,19,11,23,7,5,4,1,2,1,2,10,1,5,0
RBT_976,36,Bachelor's,8.4,3.2,22,10,24,1,2,2,5,4,2,4,3,5,1,0
RBT_977,32,Master's,9.8,2.1,18,10,38,7,4,2,1,2,4,4,8,1,5,1
RBT_978,20,High School,9.8,2.9,19,7,24,7,2,5,3,5,5,5,6,3,3,0
RBT_979,21,Master's,1.1,2.8,29,3,33,4,5,1,4,4,4,4,8,6,4,0
RBT_980,28,High School,8.3,2.2,26,11,23,2,6,2,1,5,1,2,10,1,5,0
RBT_981,22,High School,6.6,2.0,17,4,31,8,1,3,2,3,1,5,5,3,3,1
RBT_982,20,High School,6.6,6.1,19,8,25,6,8,4,4,1,2,5,3,7,5,1
RBT_983,40,Bachelor's,1.7,0.7,26,7,38,0,2,4,3,2,1,2,6,2,5,1
RBT_984,35,Master's,6.7,4.8,17,10,29,7,5,4,1,2,5,2,10,6,1,0
RBT_985,42,Bachelor's,9.8,1.4,19,5,20,9,8,5,1,2,1,2,8,7,3,1
RBT_986,25,High School,9.2,2.5,25,8,35,4,5,4,2,3,4,2,14,2,3,1
RBT_987,47,Bachelor's,4.7,0.6,28,8,23,5,3,4,3,1,5,5,5,5,2,0
RBT_988,36,High School,0.9,2.0,19,5,28,8,6,3,2,5,1,4,5,1,2,1
RBT_989,24,Bachelor's,3.9,5.4,20,9,37,9,1,1,4,3,3,2,3,3,3,1
RBT_990,24,Bachelor's,8.4,6.2,23,6,36,7,1,5,5,3,3,3,3,1,1,1
RBT_991,25,High School,7.2,1.7,15,7,34,2,8,5,1,4,4,5,13,3,5,1
RBT_992,22,Bachelor's,4.9,3.4,26,11,38,4,7,4,2,3,2,1,12,4,4,1
RBT_993,40,Bachelor's,1.0,3.4,24,8,26,3,3,3,1,3,2,4,8,5,5,1
RBT_994,42,High School,4.6,6.1,28,6,37,0,8,2,1,2,1,5,11,4,4,0
RBT_995,24,Bachelor's,5.0,5.4,20,10,25,4,8,4,2,4,5,2,1,4,1,1
RBT_996,40,High School,9.3,3.7,15,11,38,9,1,4,1,5,2,3,4,9,2,0
RBT_997,24,Bachelor's,6.6,4.8,20,7,31,6,7,5,3,1,3,1,9,9,3,1
RBT_998,29,Bachelor's,3.5,6.0,16,4,22,0,2,5,3,5,2,4,6,9,1,1
RBT_999,29,Bachelor's,5.5,0.3,22,8,20,3,2,4,5,4,3,2,6,5,4,1
RBT_1000,38,Bachelor's,1.1,2.9,25,10,24,5,2,5,3,2,2,5,14,5,3,1
RBT_1001,36,Bachelor's,9.7,6.4,17,7,20,8,5,3,2,1,4,5,10,2,4,0
RBT_1002,40,High School,3.9,5.2,24,3,27,7,7,2,3,5,5,4,11,6,5,0
RBT_1003,33,Bachelor's,5.0,3.9,28,10,26,1,4,2,5,1,1,3,11,2,5,0
RBT_1004,28,High School,3.9,3.8,20,11,34,2,4,2,4,1,3,2,13,5,5,0
RBT_1005,33,High School,7.0,2.6,20,3,30,9,9,4,4,1,2,4,7,5,3,0
RBT_1006,20,High School,6.8,3.7,29,10,37,4,9,4,2,3,1,4,11,4,2,0
RBT_1007,38,High School,7.3,4.7,18,4,33,6,7,4,5,4,3,5,7,5,2,0
RBT_1008,32,Bachelor's,3.0,3.0,19,6,28,2,4,3,3,4,3,4,6,7,4,0
RBT_1009,32,High School,3.5,5.1,16,4,24,6,8,2,5,2,4,1,9,2,2,0
RBT_1010,23,Bachelor's,1.7,6.1,24,4,23,4,3,5,1,5,2,1,8,1,2,1
RBT_1011,49,High School,6.7,1.3,29,5,31,9,3,5,5,2,1,2,12,4,4,0
RBT_1012,20,High School,0.9,3.3,24,10,20,5,7,1,3,5,2,4,8,7,4,0
RBT_1013,36,Bachelor's,6.2,3.0,22,6,32,5,9,1,2,1,2,5,2,1,4,1
RBT_1014,27,High School,8.8,4.9,24,9,20,3,4,5,1,5,5,2,7,4,3,0
RBT_1015,21,High School,9.0,1.9,21,5,22,7,4,2,5,5,3,3,12,6,4,0
RBT_1016,47,Bachelor's,4.8,4.6,24,5,27,8,1,4,4,1,3,5,1,6,3,0
RBT_1017,27,High School,4.9,6.2,20,4,37,1,1,5,3,2,5,3,10,1,3,1
RBT_1018,26,Bachelor's,1.2,3.0,21,8,35,8,3,5,2,5,5,2,8,7,3,0
RBT_1019,45,High School,6.9,6.4,26,8,39,3,7,1,3,2,2,1,13,5,4,1
RBT_1020,45,High School,8.3,7.0,15,3,39,5,9,2,5,2,3,5,3,6,2,0
RBT_1021,21,Bachelor's,2.8,0.9,28,9,35,6,4,5,2,4,1,5,11,1,2,0
RBT_1022,41,High School,4.5,1.8,28,6,21,3,2,4,4,1,4,2,13,7,4,0
RBT_1023,41,High School,8.5,6.7,19,5,36,7,6,4,1,1,5,5,9,4,2,0
RBT_1024,22,High School,8.8,6.7,21,10,29,9,6,3,5,3,1,5,5,3,4,1
RBT_1025,46,High School,2.8,0.9,15,4,26,7,9,4,2,2,1,2,7,4,3,0
RBT_1026,37,Bachelor's,5.7,0.3,16,11,29,0,4,5,1,3,2,4,14,9,5,1
RBT_1027,31,High School,2.3,1.3,23,10,38,7,8,5,2,1,5,2,7,5,1,0
RBT_1028,20,Bachelor's,1.5,7.0,26,10,39,9,3,4,5,1,1,5,9,5,4,0
RBT_1029,41,Bachelor's,9.2,1.4,17,5,28,2,2,1,2,3,4,2,2,8,3,0
RBT_1030,31,High School,8.3,3.6,20,6,36,4,9,2,4,1,1,5,4,7,5,1
RBT_1031,24,Master's,7.7,6.0,29,4,28,9,6,5,2,1,4,3,12,3,3,0
RBT_1032,49,High School,1.0,0.3,21,4,28,7,8,4,5,4,4,3,8,1,1,0
RBT_1033,49,Master's,8.5,4.3,23,6,24,5,9,4,2,5,4,1,5,2,2,0
RBT_1034,46,High School,4.7,2.1,19,8,26,3,1,5,1,4,5,2,11,3,2,0
